_id,connectionTime,kWhDelivered,duration_hours,siteID
sess_3811,2024-02-02T17:53:00Z,35.93,3.18,proxy_site
sess_3812,2024-02-25T17:11:00Z,38.93,8.43,proxy_site
sess_3813,2024-01-17T21:18:00Z,38.97,9.35,proxy_site
sess_3814,2024-01-24T19:05:00Z,36.27,9.11,proxy_site
sess_3815,2024-03-14T19:20:00Z,7.96,4.98,proxy_site
sess_3816,2024-03-22T17:03:00Z,37.9,7.46,proxy_site
sess_3817,2024-03-11T15:54:00Z,37.73,4.54,proxy_site
sess_3818,2024-03-29T20:36:00Z,32.41,3.26,proxy_site
sess_3819,2024-02-03T18:48:00Z,37.54,2.77,proxy_site
sess_3820,2024-03-20T14:32:00Z,25.55,2.53,proxy_site
sess_3821,2024-02-04T18:36:00Z,46.37,5.73,proxy_site
sess_3822,2024-01-09T18:18:00Z,46.0,9.05,proxy_site
sess_3823,2024-03-08T17:26:00Z,10.03,4.46,proxy_site
sess_3824,2024-01-05T18:53:00Z,30.48,8.57,proxy_site
sess_3825,2024-03-19T14:02:00Z,37.91,4.69,proxy_site
sess_3826,2024-03-05T21:05:00Z,45.45,9.45,proxy_site
sess_3827,2024-03-30T18:28:00Z,21.54,8.91,proxy_site
sess_3828,2024-01-24T16:56:00Z,7.21,6.63,proxy_site
sess_3829,2024-03-02T18:54:00Z,41.17,4.16,proxy_site
sess_3830,2024-01-25T14:13:00Z,42.2,3.11,proxy_site
sess_3831,2024-02-03T19:17:00Z,11.87,4.37,proxy_site
sess_3832,2024-03-23T19:46:00Z,44.43,6.87,proxy_site
sess_3833,2024-03-24T16:42:00Z,17.32,3.53,proxy_site
sess_3834,2024-01-11T18:35:00Z,20.84,6.94,proxy_site
sess_3835,2024-01-31T19:35:00Z,22.15,4.69,proxy_site
sess_3836,2024-01-07T15:54:00Z,34.43,8.8,proxy_site
sess_3837,2024-01-10T13:47:00Z,35.59,3.82,proxy_site
sess_3838,2024-01-26T20:48:00Z,42.33,5.44,proxy_site
sess_3839,2024-03-19T20:42:00Z,21.45,8.9,proxy_site
sess_3840,2024-03-03T17:40:00Z,11.72,2.55,proxy_site
sess_3841,2024-03-04T17:26:00Z,49.43,3.93,proxy_site
sess_3842,2024-01-02T17:35:00Z,17.73,7.42,proxy_site
sess_3843,2024-03-23T19:26:00Z,41.71,8.14,proxy_site
sess_3844,2024-01-19T18:28:00Z,10.64,7.04,proxy_site
sess_3845,2024-03-26T17:37:00Z,7.95,7.18,proxy_site
sess_3846,2024-02-21T19:38:00Z,11.43,8.36,proxy_site
sess_3847,2024-01-02T18:28:00Z,34.55,9.77,proxy_site
sess_3848,2024-03-26T18:05:00Z,35.98,8.83,proxy_site
sess_3849,2024-01-22T19:17:00Z,14.76,2.99,proxy_site
sess_3850,2024-02-26T19:32:00Z,20.85,7.59,proxy_site
sess_3851,2024-01-22T16:16:00Z,35.12,6.35,proxy_site
sess_3852,2024-01-06T20:34:00Z,10.7,2.72,proxy_site
sess_3853,2024-02-10T18:27:00Z,31.04,4.31,proxy_site
sess_3854,2024-03-13T19:45:00Z,15.35,3.08,proxy_site
sess_3855,2024-01-14T16:01:00Z,11.43,5.46,proxy_site
sess_3856,2024-01-21T15:07:00Z,21.61,2.51,proxy_site
sess_3857,2024-03-04T15:34:00Z,25.85,5.6,proxy_site
sess_3858,2024-01-25T18:13:00Z,23.62,6.16,proxy_site
sess_3859,2024-03-25T18:40:00Z,48.03,2.45,proxy_site
sess_3860,2024-03-03T18:10:00Z,14.15,3.6,proxy_site
sess_3861,2024-02-20T15:56:00Z,30.18,2.84,proxy_site
sess_3862,2024-03-21T18:51:00Z,27.84,3.78,proxy_site
sess_3863,2024-02-20T19:30:00Z,36.15,6.23,proxy_site
sess_3864,2024-03-07T17:15:00Z,38.67,8.52,proxy_site
sess_3865,2024-03-09T15:42:00Z,6.66,8.81,proxy_site
sess_3866,2024-02-14T19:36:00Z,20.37,9.71,proxy_site
sess_3867,2024-02-20T19:35:00Z,37.04,6.89,proxy_site
sess_3868,2024-02-10T20:51:00Z,48.03,6.96,proxy_site
sess_3869,2024-03-19T18:38:00Z,43.26,8.44,proxy_site
sess_3870,2024-01-26T16:15:00Z,15.72,2.2,proxy_site
sess_3871,2024-02-24T20:09:00Z,40.6,5.62,proxy_site
sess_3872,2024-01-05T18:09:00Z,45.87,6.51,proxy_site
sess_3873,2024-01-05T14:57:00Z,31.81,3.65,proxy_site
sess_3874,2024-01-11T15:42:00Z,48.07,3.36,proxy_site
sess_3875,2024-03-03T18:04:00Z,22.16,8.49,proxy_site
sess_3876,2024-03-11T17:18:00Z,9.51,5.45,proxy_site
sess_3877,2024-02-01T19:07:00Z,6.66,6.24,proxy_site
sess_3878,2024-02-03T17:03:00Z,47.83,2.79,proxy_site
sess_3879,2024-01-03T17:10:00Z,28.77,3.26,proxy_site
sess_3880,2024-01-15T18:57:00Z,46.03,2.25,proxy_site
sess_3881,2024-02-18T21:09:00Z,16.18,4.5,proxy_site
sess_3882,2024-02-24T17:50:00Z,41.81,3.43,proxy_site
sess_3883,2024-01-15T20:40:00Z,41.06,5.61,proxy_site
sess_3884,2024-03-07T16:29:00Z,47.86,4.82,proxy_site
sess_3885,2024-02-22T14:25:00Z,18.93,2.28,proxy_site
sess_3886,2024-03-30T17:40:00Z,45.2,6.72,proxy_site
sess_3887,2024-03-07T19:04:00Z,35.58,4.68,proxy_site
sess_3888,2024-03-11T17:46:00Z,10.5,7.12,proxy_site
sess_3889,2024-01-17T20:06:00Z,28.68,7.91,proxy_site
sess_3890,2024-02-16T18:18:00Z,29.12,8.98,proxy_site
sess_3891,2024-02-07T19:37:00Z,24.72,2.46,proxy_site
sess_3892,2024-02-09T18:46:00Z,42.31,4.57,proxy_site
sess_3893,2024-02-06T16:25:00Z,30.98,7.74,proxy_site
sess_3894,2024-03-28T19:41:00Z,16.51,5.14,proxy_site
sess_3895,2024-02-16T18:02:00Z,13.14,6.36,proxy_site
sess_3896,2024-01-06T19:43:00Z,20.78,2.92,proxy_site
sess_3897,2024-02-12T14:28:00Z,25.5,8.64,proxy_site
sess_3898,2024-02-29T17:06:00Z,16.36,7.88,proxy_site
sess_3899,2024-03-22T19:50:00Z,12.92,5.73,proxy_site
sess_3900,2024-03-15T21:10:00Z,26.4,7.9,proxy_site
sess_3901,2024-03-02T16:28:00Z,41.13,4.05,proxy_site
sess_3902,2024-03-02T19:00:00Z,11.91,4.02,proxy_site
sess_3903,2024-03-17T17:02:00Z,25.22,6.05,proxy_site
sess_3904,2024-02-12T17:04:00Z,12.99,7.35,proxy_site
sess_3905,2024-02-12T18:25:00Z,6.11,2.06,proxy_site
sess_3906,2024-02-27T16:42:00Z,38.53,8.28,proxy_site
sess_3907,2024-03-03T18:40:00Z,31.98,3.03,proxy_site
sess_3908,2024-02-14T16:10:00Z,38.09,5.12,proxy_site
sess_3909,2024-02-05T17:35:00Z,47.99,4.97,proxy_site
sess_3910,2024-01-10T18:27:00Z,40.49,2.98,proxy_site
sess_3911,2024-01-07T20:39:00Z,29.43,7.17,proxy_site
sess_3912,2024-02-11T15:22:00Z,43.47,4.01,proxy_site
sess_3913,2024-03-13T19:06:00Z,14.91,7.63,proxy_site
sess_3914,2024-03-16T19:58:00Z,29.57,6.11,proxy_site
sess_3915,2024-01-12T17:08:00Z,19.8,2.58,proxy_site
sess_3916,2024-03-04T13:21:00Z,45.06,5.89,proxy_site
sess_3917,2024-01-12T17:12:00Z,13.53,5.61,proxy_site
sess_3918,2024-03-01T16:24:00Z,23.18,2.11,proxy_site
sess_3919,2024-02-09T15:28:00Z,49.09,8.57,proxy_site
sess_3920,2024-01-09T17:06:00Z,23.16,7.49,proxy_site
sess_3921,2024-01-06T18:47:00Z,30.28,5.31,proxy_site
sess_3922,2024-03-23T19:26:00Z,44.38,6.21,proxy_site
sess_3923,2024-02-06T18:43:00Z,39.15,2.61,proxy_site
sess_3924,2024-02-19T19:57:00Z,13.08,5.18,proxy_site
sess_3925,2024-01-05T19:21:00Z,24.08,3.99,proxy_site
sess_3926,2024-01-18T17:43:00Z,31.36,7.95,proxy_site
sess_3927,2024-02-07T17:03:00Z,27.96,8.3,proxy_site
sess_3928,2024-01-03T14:14:00Z,29.3,3.17,proxy_site
sess_3929,2024-03-08T16:03:00Z,27.18,9.88,proxy_site
sess_3930,2024-03-01T15:38:00Z,8.51,8.78,proxy_site
sess_3931,2024-01-24T17:18:00Z,49.98,3.14,proxy_site
sess_3932,2024-02-12T21:12:00Z,45.02,8.08,proxy_site
sess_3933,2024-03-16T17:45:00Z,15.04,8.71,proxy_site
sess_3934,2024-01-21T16:47:00Z,23.85,2.95,proxy_site
sess_3935,2024-03-06T16:30:00Z,8.61,3.19,proxy_site
sess_3936,2024-02-01T17:00:00Z,11.56,3.34,proxy_site
sess_3937,2024-01-20T19:33:00Z,37.92,6.72,proxy_site
sess_3938,2024-01-25T19:36:00Z,10.94,5.7,proxy_site
sess_3939,2024-03-21T18:20:00Z,43.65,4.07,proxy_site
sess_3940,2024-01-02T00:26:00Z,29.01,6.73,proxy_site
sess_3941,2024-01-16T17:27:00Z,8.23,5.97,proxy_site
sess_3942,2024-01-09T15:26:00Z,37.03,6.24,proxy_site
sess_3943,2024-02-08T18:52:00Z,7.3,8.0,proxy_site
sess_3944,2024-03-06T17:25:00Z,44.07,4.79,proxy_site
sess_3945,2024-01-13T17:13:00Z,18.48,8.13,proxy_site
sess_3946,2024-01-02T16:38:00Z,25.45,9.17,proxy_site
sess_3947,2024-02-26T19:32:00Z,10.82,3.33,proxy_site
sess_3948,2024-02-10T18:28:00Z,25.12,4.58,proxy_site
sess_3949,2024-01-14T20:02:00Z,36.27,3.02,proxy_site
sess_3950,2024-01-01T19:30:00Z,40.88,5.29,proxy_site
sess_3951,2024-02-27T16:20:00Z,9.3,6.86,proxy_site
sess_3952,2024-01-26T16:50:00Z,25.98,9.85,proxy_site
sess_3953,2024-02-14T18:38:00Z,30.89,3.4,proxy_site
sess_3954,2024-03-15T22:20:00Z,16.92,5.75,proxy_site
sess_3955,2024-02-13T18:12:00Z,5.42,2.33,proxy_site
sess_3956,2024-03-02T19:29:00Z,18.66,2.66,proxy_site
sess_3957,2024-02-16T17:48:00Z,41.09,3.1,proxy_site
sess_3958,2024-03-30T19:01:00Z,25.74,5.81,proxy_site
sess_3959,2024-01-05T20:05:00Z,40.11,8.84,proxy_site
sess_3960,2024-03-13T17:27:00Z,30.04,9.56,proxy_site
sess_3961,2024-03-06T16:19:00Z,35.15,5.14,proxy_site
sess_3962,2024-02-05T20:20:00Z,49.17,2.54,proxy_site
sess_3963,2024-01-18T16:21:00Z,36.17,3.28,proxy_site
sess_3964,2024-02-13T16:50:00Z,5.55,4.47,proxy_site
sess_3965,2024-02-22T19:40:00Z,32.13,10.0,proxy_site
sess_3966,2024-02-29T18:51:00Z,46.17,2.46,proxy_site
sess_3967,2024-01-15T15:14:00Z,31.94,5.8,proxy_site
sess_3968,2024-03-25T18:47:00Z,5.15,8.84,proxy_site
sess_3969,2024-01-17T17:19:00Z,20.52,3.87,proxy_site
sess_3970,2024-03-25T17:49:00Z,28.76,7.39,proxy_site
sess_3971,2024-02-01T14:23:00Z,15.71,7.72,proxy_site
sess_3972,2024-01-20T17:44:00Z,34.86,4.04,proxy_site
sess_3973,2024-01-12T18:43:00Z,36.44,4.78,proxy_site
sess_3974,2024-02-05T17:51:00Z,6.72,4.07,proxy_site
sess_3975,2024-02-27T18:48:00Z,8.52,5.37,proxy_site
sess_3976,2024-03-18T17:53:00Z,6.79,2.93,proxy_site
sess_3977,2024-01-13T16:04:00Z,21.72,8.07,proxy_site
sess_3978,2024-03-09T20:20:00Z,14.72,9.94,proxy_site
sess_3979,2024-01-20T20:15:00Z,24.04,4.66,proxy_site
sess_3980,2024-01-28T21:35:00Z,34.54,3.22,proxy_site
sess_3981,2024-01-02T15:41:00Z,32.87,6.76,proxy_site
sess_3982,2024-01-11T16:58:00Z,48.76,4.69,proxy_site
sess_3983,2024-03-01T16:14:00Z,47.63,8.58,proxy_site
sess_3984,2024-02-04T17:17:00Z,34.91,6.84,proxy_site
sess_3985,2024-01-17T17:24:00Z,24.52,3.77,proxy_site
sess_3986,2024-02-20T15:42:00Z,46.26,8.98,proxy_site
sess_3987,2024-01-09T19:50:00Z,48.68,6.51,proxy_site
sess_3988,2024-02-24T20:01:00Z,13.64,2.33,proxy_site
sess_3989,2024-03-16T18:56:00Z,27.38,7.64,proxy_site
sess_3990,2024-02-12T15:13:00Z,36.9,9.5,proxy_site
sess_3991,2024-03-18T16:58:00Z,24.55,3.59,proxy_site
sess_3992,2024-01-13T19:54:00Z,5.31,3.77,proxy_site
sess_3993,2024-02-12T17:42:00Z,32.28,6.04,proxy_site
sess_3994,2024-03-16T17:33:00Z,15.9,8.52,proxy_site
sess_3995,2024-03-19T18:54:00Z,14.82,7.2,proxy_site
sess_3996,2024-02-12T20:29:00Z,38.17,4.75,proxy_site
sess_3997,2024-03-19T17:17:00Z,24.59,8.18,proxy_site
sess_3998,2024-03-21T19:39:00Z,17.65,4.93,proxy_site
sess_3999,2024-01-17T14:06:00Z,14.85,8.25,proxy_site
sess_4000,2024-02-10T16:00:00Z,35.93,2.25,proxy_site
sess_4001,2024-02-19T20:05:00Z,19.19,3.67,proxy_site
sess_4002,2024-02-05T22:01:00Z,31.66,7.49,proxy_site
sess_4003,2024-03-21T16:25:00Z,14.12,2.15,proxy_site
sess_4004,2024-03-27T13:31:00Z,30.28,4.99,proxy_site
sess_4005,2024-02-27T17:53:00Z,12.91,3.51,proxy_site
sess_4006,2024-01-30T18:24:00Z,15.01,9.97,proxy_site
sess_4007,2024-03-05T17:39:00Z,48.27,7.82,proxy_site
sess_4008,2024-02-02T14:36:00Z,25.05,2.19,proxy_site
sess_4009,2024-01-23T13:32:00Z,48.66,5.87,proxy_site
sess_4010,2024-02-29T22:29:00Z,27.73,6.63,proxy_site
sess_4011,2024-03-04T15:32:00Z,41.51,4.48,proxy_site
sess_4012,2024-01-16T21:02:00Z,39.21,6.75,proxy_site
sess_4013,2024-02-02T16:59:00Z,22.79,6.92,proxy_site
sess_4014,2024-03-29T14:15:00Z,41.03,9.29,proxy_site
sess_4015,2024-01-14T21:33:00Z,35.31,9.37,proxy_site
sess_4016,2024-01-09T17:05:00Z,32.16,2.87,proxy_site
sess_4017,2024-01-21T19:08:00Z,7.12,4.93,proxy_site
sess_4018,2024-01-20T18:55:00Z,37.54,7.23,proxy_site
sess_4019,2024-02-21T17:38:00Z,22.68,3.91,proxy_site
sess_4020,2024-03-07T19:56:00Z,24.47,5.14,proxy_site
sess_4021,2024-03-03T17:06:00Z,17.6,2.44,proxy_site
sess_4022,2024-02-29T19:37:00Z,36.63,3.79,proxy_site
sess_4023,2024-01-28T17:22:00Z,7.26,9.21,proxy_site
sess_4024,2024-03-19T17:56:00Z,16.39,8.48,proxy_site
sess_4025,2024-01-15T16:20:00Z,20.04,7.27,proxy_site
sess_4026,2024-01-05T15:57:00Z,43.56,3.47,proxy_site
sess_4027,2024-03-13T17:42:00Z,41.19,8.48,proxy_site
sess_4028,2024-02-15T19:11:00Z,8.72,2.85,proxy_site
sess_4029,2024-03-02T20:02:00Z,36.68,4.82,proxy_site
sess_4030,2024-03-18T18:38:00Z,32.05,7.86,proxy_site
sess_4031,2024-01-09T17:02:00Z,29.47,7.77,proxy_site
sess_4032,2024-01-18T17:03:00Z,48.37,9.19,proxy_site
sess_4033,2024-02-10T16:21:00Z,22.79,2.71,proxy_site
sess_4034,2024-02-24T19:49:00Z,18.89,2.59,proxy_site
sess_4035,2024-01-12T17:12:00Z,30.37,2.11,proxy_site
sess_4036,2024-02-27T18:38:00Z,30.31,9.47,proxy_site
sess_4037,2024-01-14T17:02:00Z,39.99,5.0,proxy_site
sess_4038,2024-03-05T19:13:00Z,32.39,9.72,proxy_site
sess_4039,2024-02-16T19:07:00Z,11.21,8.65,proxy_site
sess_4040,2024-03-05T18:47:00Z,19.67,5.24,proxy_site
sess_4041,2024-03-11T17:15:00Z,26.0,3.25,proxy_site
sess_4042,2024-02-06T20:31:00Z,40.48,3.36,proxy_site
sess_4043,2024-01-07T18:37:00Z,31.71,9.38,proxy_site
sess_4044,2024-03-06T14:32:00Z,7.82,7.15,proxy_site
sess_4045,2024-02-11T18:53:00Z,40.58,7.36,proxy_site
sess_4046,2024-01-22T22:04:00Z,5.37,3.03,proxy_site
sess_4047,2024-02-19T16:11:00Z,31.03,8.38,proxy_site
sess_4048,2024-03-27T17:03:00Z,14.3,5.93,proxy_site
sess_4049,2024-02-26T18:29:00Z,15.95,9.55,proxy_site
sess_4050,2024-02-16T17:47:00Z,6.72,5.77,proxy_site
sess_4051,2024-02-08T18:57:00Z,23.43,6.38,proxy_site
sess_4052,2024-02-19T21:25:00Z,35.05,2.41,proxy_site
sess_4053,2024-02-04T18:06:00Z,28.77,5.1,proxy_site
sess_4054,2024-02-02T17:01:00Z,13.64,5.57,proxy_site
sess_4055,2024-01-15T17:46:00Z,23.62,3.7,proxy_site
sess_4056,2024-02-06T12:54:00Z,25.34,3.96,proxy_site
sess_4057,2024-01-27T16:16:00Z,26.46,7.21,proxy_site
sess_4058,2024-03-02T18:45:00Z,28.11,9.81,proxy_site
sess_4059,2024-03-16T15:54:00Z,45.14,5.7,proxy_site
sess_4060,2024-01-26T16:55:00Z,17.81,3.61,proxy_site
sess_4061,2024-01-21T18:29:00Z,26.96,2.43,proxy_site
sess_4062,2024-03-17T15:32:00Z,49.89,8.28,proxy_site
sess_4063,2024-02-24T15:44:00Z,46.97,9.39,proxy_site
sess_4064,2024-03-26T15:25:00Z,9.98,6.67,proxy_site
sess_4065,2024-02-21T16:12:00Z,30.0,6.97,proxy_site
sess_4066,2024-01-09T18:16:00Z,47.86,4.42,proxy_site
sess_4067,2024-03-25T16:39:00Z,40.15,4.32,proxy_site
sess_4068,2024-01-16T18:09:00Z,22.41,3.75,proxy_site
sess_4069,2024-03-11T16:08:00Z,42.73,9.12,proxy_site
sess_4070,2024-03-28T19:06:00Z,38.8,7.73,proxy_site
sess_4071,2024-03-04T18:58:00Z,32.06,2.49,proxy_site
sess_4072,2024-02-05T15:51:00Z,24.13,8.31,proxy_site
sess_4073,2024-03-07T19:02:00Z,35.13,7.23,proxy_site
sess_4074,2024-03-14T17:59:00Z,37.84,2.53,proxy_site
sess_4075,2024-01-24T17:54:00Z,11.15,7.11,proxy_site
sess_4076,2024-01-16T17:42:00Z,25.44,2.11,proxy_site
sess_4077,2024-03-08T22:34:00Z,39.33,2.62,proxy_site
sess_4078,2024-01-14T14:51:00Z,46.7,4.76,proxy_site
sess_4079,2024-01-03T20:49:00Z,33.43,5.24,proxy_site
sess_4080,2024-01-15T19:41:00Z,5.8,2.74,proxy_site
sess_4081,2024-03-11T19:57:00Z,9.37,6.48,proxy_site
sess_4082,2024-03-19T13:03:00Z,24.41,9.45,proxy_site
sess_4083,2024-01-21T16:37:00Z,44.15,3.04,proxy_site
sess_4084,2024-02-02T19:36:00Z,49.7,3.23,proxy_site
sess_4085,2024-01-04T16:35:00Z,5.28,7.81,proxy_site
sess_4086,2024-02-05T19:23:00Z,25.1,7.97,proxy_site
sess_4087,2024-02-04T21:16:00Z,5.52,2.18,proxy_site
sess_4088,2024-03-16T17:13:00Z,29.28,9.87,proxy_site
sess_4089,2024-02-12T20:06:00Z,32.17,6.71,proxy_site
sess_4090,2024-02-11T19:37:00Z,42.09,3.65,proxy_site
sess_4091,2024-01-26T17:50:00Z,28.77,4.37,proxy_site
sess_4092,2024-02-17T20:12:00Z,49.82,2.02,proxy_site
sess_4093,2024-03-25T18:52:00Z,8.82,9.71,proxy_site
sess_4094,2024-03-29T18:46:00Z,29.48,6.94,proxy_site
sess_4095,2024-02-04T13:59:00Z,14.77,2.41,proxy_site
sess_4096,2024-03-20T18:22:00Z,15.95,2.48,proxy_site
sess_4097,2024-01-14T17:43:00Z,28.82,5.48,proxy_site
sess_4098,2024-02-24T14:13:00Z,42.96,5.62,proxy_site
sess_4099,2024-03-10T21:37:00Z,7.71,7.93,proxy_site
sess_4100,2024-01-04T13:03:00Z,49.2,9.68,proxy_site
sess_4101,2024-01-11T17:13:00Z,38.77,2.85,proxy_site
sess_4102,2024-03-29T17:34:00Z,9.81,4.04,proxy_site
sess_4103,2024-01-04T18:38:00Z,31.69,7.93,proxy_site
sess_4104,2024-01-06T18:11:00Z,8.38,5.39,proxy_site
sess_4105,2024-03-13T23:08:00Z,38.53,8.6,proxy_site
sess_4106,2024-02-11T18:58:00Z,43.9,5.2,proxy_site
sess_4107,2024-01-02T12:21:00Z,30.42,6.18,proxy_site
sess_4108,2024-01-04T18:57:00Z,27.08,6.24,proxy_site
sess_4109,2024-03-15T17:36:00Z,49.84,6.4,proxy_site
sess_4110,2024-03-24T19:52:00Z,42.07,4.25,proxy_site
sess_4111,2024-02-08T20:56:00Z,5.34,5.08,proxy_site
sess_4112,2024-02-04T19:05:00Z,34.07,3.9,proxy_site
sess_4113,2024-03-15T20:17:00Z,29.61,2.9,proxy_site
sess_4114,2024-01-09T18:59:00Z,21.58,8.31,proxy_site
sess_4115,2024-02-01T17:14:00Z,9.0,6.69,proxy_site
sess_4116,2024-02-01T17:54:00Z,39.67,4.14,proxy_site
sess_4117,2024-02-15T15:26:00Z,21.12,2.9,proxy_site
sess_4118,2024-02-16T15:03:00Z,29.63,3.41,proxy_site
sess_4119,2024-02-16T18:25:00Z,34.16,2.71,proxy_site
sess_4120,2024-03-21T18:26:00Z,40.78,2.77,proxy_site
sess_4121,2024-03-16T14:37:00Z,47.09,2.53,proxy_site
sess_4122,2024-01-04T15:41:00Z,45.87,5.64,proxy_site
sess_4123,2024-02-20T18:19:00Z,37.01,6.38,proxy_site
sess_4124,2024-03-18T15:57:00Z,39.13,6.32,proxy_site
sess_4125,2024-03-10T17:53:00Z,34.32,2.53,proxy_site
sess_4126,2024-03-08T17:08:00Z,28.97,4.67,proxy_site
sess_4127,2024-01-13T18:39:00Z,23.29,9.22,proxy_site
sess_4128,2024-03-21T16:18:00Z,35.51,2.82,proxy_site
sess_4129,2024-01-01T20:58:00Z,11.84,9.92,proxy_site
sess_4130,2024-01-03T17:46:00Z,35.32,4.05,proxy_site
sess_4131,2024-01-04T18:28:00Z,23.48,2.95,proxy_site
sess_4132,2024-03-12T18:08:00Z,24.98,8.41,proxy_site
sess_4133,2024-02-22T16:33:00Z,30.25,6.87,proxy_site
sess_4134,2024-03-30T17:38:00Z,6.04,5.35,proxy_site
sess_4135,2024-02-10T18:12:00Z,25.29,8.44,proxy_site
sess_4136,2024-02-27T22:27:00Z,40.29,3.05,proxy_site
sess_4137,2024-01-09T18:00:00Z,28.91,2.39,proxy_site
sess_4138,2024-03-29T20:54:00Z,30.34,6.42,proxy_site
sess_4139,2024-02-01T19:58:00Z,30.33,7.76,proxy_site
sess_4140,2024-01-01T19:55:00Z,24.31,9.75,proxy_site
sess_4141,2024-01-16T20:30:00Z,33.63,3.7,proxy_site
sess_4142,2024-03-10T15:23:00Z,25.35,2.38,proxy_site
sess_4143,2024-03-12T18:25:00Z,33.4,9.63,proxy_site
sess_4144,2024-01-09T19:11:00Z,45.5,9.65,proxy_site
sess_4145,2024-03-14T13:48:00Z,16.36,6.0,proxy_site
sess_4146,2024-01-22T20:17:00Z,31.59,5.49,proxy_site
sess_4147,2024-02-12T19:58:00Z,46.53,7.18,proxy_site
sess_4148,2024-02-02T17:05:00Z,29.27,7.08,proxy_site
sess_4149,2024-01-25T18:36:00Z,24.38,4.11,proxy_site
sess_4150,2024-03-30T16:07:00Z,23.29,3.82,proxy_site
sess_4151,2024-03-07T16:46:00Z,14.56,3.08,proxy_site
sess_4152,2024-03-30T18:40:00Z,5.34,3.37,proxy_site
sess_4153,2024-01-19T16:46:00Z,38.94,8.13,proxy_site
sess_4154,2024-03-13T19:27:00Z,5.21,2.15,proxy_site
sess_4155,2024-01-28T18:26:00Z,7.58,6.63,proxy_site
sess_4156,2024-03-02T16:50:00Z,37.47,5.17,proxy_site
sess_4157,2024-01-20T17:58:00Z,7.5,8.23,proxy_site
sess_4158,2024-03-13T17:16:00Z,33.82,4.06,proxy_site
sess_4159,2024-01-28T18:59:00Z,48.06,3.19,proxy_site
sess_4160,2024-01-19T19:41:00Z,8.07,2.06,proxy_site
sess_4161,2024-03-18T15:13:00Z,49.56,7.42,proxy_site
sess_4162,2024-01-07T17:19:00Z,18.88,3.2,proxy_site
sess_4163,2024-02-09T17:28:00Z,39.35,8.49,proxy_site
sess_4164,2024-03-12T21:35:00Z,5.2,8.43,proxy_site
sess_4165,2024-02-22T16:03:00Z,19.4,9.58,proxy_site
sess_4166,2024-03-28T18:19:00Z,30.58,3.98,proxy_site
sess_4167,2024-02-21T16:24:00Z,42.13,9.12,proxy_site
sess_4168,2024-03-26T19:33:00Z,21.8,9.63,proxy_site
sess_4169,2024-02-01T15:29:00Z,18.81,3.51,proxy_site
sess_4170,2024-01-12T15:46:00Z,18.24,7.49,proxy_site
sess_4171,2024-03-13T18:55:00Z,16.17,7.69,proxy_site
sess_4172,2024-01-13T21:38:00Z,10.91,6.77,proxy_site
sess_4173,2024-03-12T18:41:00Z,20.17,7.75,proxy_site
sess_4174,2024-03-10T19:40:00Z,36.53,9.09,proxy_site
sess_4175,2024-01-15T17:29:00Z,42.48,6.62,proxy_site
sess_4176,2024-03-28T20:08:00Z,38.98,4.24,proxy_site
sess_4177,2024-03-07T17:45:00Z,11.4,9.47,proxy_site
sess_4178,2024-02-06T17:58:00Z,32.01,8.59,proxy_site
sess_4179,2024-02-16T18:44:00Z,20.51,4.88,proxy_site
sess_4180,2024-03-11T16:06:00Z,18.04,8.88,proxy_site
sess_4181,2024-02-18T21:13:00Z,9.78,9.6,proxy_site
sess_4182,2024-01-26T18:32:00Z,13.38,2.82,proxy_site
sess_4183,2024-02-07T14:03:00Z,23.34,2.53,proxy_site
sess_4184,2024-01-27T16:03:00Z,36.48,4.14,proxy_site
sess_4185,2024-02-14T17:36:00Z,23.94,3.49,proxy_site
sess_4186,2024-03-14T16:52:00Z,20.99,4.02,proxy_site
sess_4187,2024-03-03T18:19:00Z,27.61,6.37,proxy_site
sess_4188,2024-02-11T19:08:00Z,46.7,2.82,proxy_site
sess_4189,2024-03-21T19:31:00Z,10.8,3.1,proxy_site
sess_4190,2024-01-30T17:04:00Z,11.46,4.0,proxy_site
sess_4191,2024-02-13T19:34:00Z,17.53,2.09,proxy_site
sess_4192,2024-03-21T17:26:00Z,49.79,4.44,proxy_site
sess_4193,2024-03-30T16:59:00Z,28.25,4.13,proxy_site
sess_4194,2024-01-11T22:09:00Z,18.62,6.28,proxy_site
sess_4195,2024-01-29T19:27:00Z,39.9,7.42,proxy_site
sess_4196,2024-02-08T19:26:00Z,34.64,6.16,proxy_site
sess_4197,2024-02-12T19:05:00Z,5.66,8.55,proxy_site
sess_4198,2024-02-06T19:31:00Z,30.69,8.93,proxy_site
sess_4199,2024-03-21T19:10:00Z,28.27,3.54,proxy_site
sess_4200,2024-02-23T17:43:00Z,49.29,4.03,proxy_site
sess_4201,2024-01-16T17:11:00Z,31.72,6.42,proxy_site
sess_4202,2024-02-04T18:39:00Z,47.33,3.53,proxy_site
sess_4203,2024-03-23T18:22:00Z,45.75,5.92,proxy_site
sess_4204,2024-02-28T20:12:00Z,6.36,9.04,proxy_site
sess_4205,2024-01-28T18:32:00Z,13.1,6.26,proxy_site
sess_4206,2024-01-14T16:12:00Z,25.89,4.63,proxy_site
sess_4207,2024-01-17T20:46:00Z,25.52,5.5,proxy_site
sess_4208,2024-02-10T16:02:00Z,23.97,3.08,proxy_site
sess_4209,2024-01-07T14:02:00Z,28.62,5.83,proxy_site
